country,pop,year,continent,gdppercap,lifeexp,af_lf,am_lf,as_lf,oc_lf,eu_lf
Rwanda,3320000,1967,Africa,661,46.40000152587891,46.400002,,,,
Rwanda,3870000,1972,Africa,770,47.09999847412109,47.099998,,,,
Rwanda,4510000,1977,Africa,855,48.20000076293945,48.200001,,,,
Rwanda,5330000,1982,Africa,1030,51.79999923706055,51.799999,,,,
Rwanda,6440000,1987,Africa,979,52.40000152587891,52.400002,,,,
Rwanda,7080000,1992,Africa,974,48.90000152587891,48.900002,,,,
Rwanda,6010000,1997,Africa,807,46.5,46.5,,,,
Rwanda,8230000,2002,Africa,929,52.29999923706055,52.299999,,,,
Rwanda,9040000,2007,Africa,1190,60.29999923706055,60.299999,,,,
Sao Tome and Principe,59200,1952,Africa,1400,47.90000152587891,47.900002,,,,
Sao Tome and Principe,59800,1957,Africa,1370,50.59999847412109,50.599998,,,,
Sao Tome and Principe,64600,1962,Africa,1680,53.70000076293945,53.700001,,,,
Sao Tome and Principe,66200,1967,Africa,2120,56.59999847412109,56.599998,,,,
Sao Tome and Principe,76300,1972,Africa,2390,59.90000152587891,59.900002,,,,
Sao Tome and Principe,85500,1977,Africa,2900,62.59999847412109,62.599998,,,,
Sao Tome and Principe,97800,1982,Africa,2730,62.59999847412109,62.599998,,,,
Sao Tome and Principe,107000,1987,Africa,2160,63.09999847412109,63.099998,,,,
Sao Tome and Principe,122000,1992,Africa,2000,63.5,63.5,,,,
Sao Tome and Principe,134000,1997,Africa,1970,63.70000076293945,63.700001,,,,
Sao Tome and Principe,145000,2002,Africa,1980,65.30000305175781,65.300003,,,,
Sao Tome and Principe,162000,2007,Africa,2350,67.30000305175781,67.300003,,,,
Saudi Arabia,3200000,1952,Asia,11800,49.20000076293945,,,49.200001,,
Saudi Arabia,3650000,1957,Asia,15000,52.5,,,52.5,,
Saudi Arabia,4220000,1962,Asia,21300,56,,,56,,
Saudi Arabia,5020000,1967,Asia,30900,60.5,,,60.5,,
Saudi Arabia,6100000,1972,Asia,45400,65.80000305175781,,,65.800003,,
Saudi Arabia,7800000,1977,Asia,62300,69.5,,,69.5,,
Saudi Arabia,10300000,1982,Asia,61300,71.30000305175781,,,71.300003,,
Saudi Arabia,13800000,1987,Asia,38500,71.80000305175781,,,71.800003,,
Saudi Arabia,16800000,1992,Asia,48000,72.59999847412109,,,72.599998,,
Saudi Arabia,19000000,1997,Asia,44100,74,,,74,,
Saudi Arabia,21200000,2002,Asia,39400,74.69999694824219,,,74.699997,,
Saudi Arabia,24500000,2007,Asia,45300,74.69999694824219,,,74.699997,,
Senegal,2550000,1952,Africa,1840,41.90000152587891,41.900002,,,,
Senegal,2880000,1957,Africa,1990,44.90000152587891,44.900002,,,,
Senegal,3300000,1962,Africa,2140,46.59999847412109,46.599998,,,,
Senegal,3790000,1967,Africa,2200,47,47,,,,
Senegal,4390000,1972,Africa,2280,48.90000152587891,48.900002,,,,
Senegal,5060000,1977,Africa,2330,51.29999923706055,51.299999,,,,
Senegal,5740000,1982,Africa,2360,54.29999923706055,54.299999,,,,
Senegal,6670000,1987,Africa,2320,57.20000076293945,57.200001,,,,
Senegal,7760000,1992,Africa,2270,58.90000152587891,58.900002,,,,
Senegal,8910000,1997,Africa,2230,59.5,59.5,,,,
Senegal,10000000,2002,Africa,2420,61.5,61.5,,,,
Senegal,11400000,2007,Africa,2740,64.5,64.5,,,,
Serbia,6850000,1952,Europe,3220,59.29999923706055,,,,,59.299999
Serbia,7310000,1957,Europe,4980,61.79999923706055,,,,,61.799999
Serbia,7610000,1962,Europe,6690,64.5,,,,,64.5
Serbia,7890000,1967,Europe,8970,67.09999847412109,,,,,67.099998
Serbia,8190000,1972,Europe,11500,68.80000305175781,,,,,68.800003
Serbia,8580000,1977,Europe,14800,69.69999694824219,,,,,69.699997
Serbia,8980000,1982,Europe,17000,70.09999847412109,,,,,70.099998
Serbia,9310000,1987,Europe,16900,70.59999847412109,,,,,70.599998
Serbia,9600000,1992,Europe,9680,71.40000152587891,,,,,71.400002
Serbia,9860000,1997,Europe,8100,71.09999847412109,,,,,71.099998
Serbia,9410000,2002,Europe,8950,72.5,,,,,72.5
Serbia,9150000,2007,Europe,12800,73.69999694824219,,,,,73.699997
Sierra Leone,2060000,1952,Africa,970,35.90000152587891,35.900002,,,,
Sierra Leone,2190000,1957,Africa,1110,37.59999847412109,37.599998,,,,
Sierra Leone,2350000,1962,Africa,1210,39.40000152587891,39.400002,,,,
Sierra Leone,2550000,1967,Africa,1250,42.09999847412109,42.099998,,,,
Sierra Leone,2800000,1972,Africa,1390,45.90000152587891,45.900002,,,,
Sierra Leone,3100000,1977,Africa,1300,47.29999923706055,47.299999,,,,
Sierra Leone,3460000,1982,Africa,1340,48.09999847412109,48.099998,,,,
Sierra Leone,3920000,1987,Africa,1280,49.09999847412109,49.099998,,,,
Sierra Leone,4350000,1992,Africa,1030,50.40000152587891,50.400002,,,,
Sierra Leone,4310000,1997,Africa,903,50.90000152587891,50.900002,,,,
Sierra Leone,4750000,2002,Africa,993,51.5,51.5,,,,
Sierra Leone,5830000,2007,Africa,1130,53.5,53.5,,,,
Singapore,1070000,1952,Asia,2950,60.59999847412109,,,60.599998,,
Singapore,1370000,1957,Asia,3620,64.69999694824219,,,64.699997,,
Singapore,1690000,1962,Asia,4830,67.30000305175781,,,67.300003,,
Singapore,1920000,1967,Asia,6290,68.40000152587891,,,68.400002,,
Singapore,2110000,1972,Asia,11200,69.69999694824219,,,69.699997,,
Singapore,2290000,1977,Asia,15300,71.5,,,71.5,,
Singapore,2460000,1982,Asia,21500,72.59999847412109,,,72.599998,,
Singapore,2760000,1987,Asia,27700,74.69999694824219,,,74.699997,,
Singapore,3100000,1992,Asia,37500,76.90000152587891,,,76.900002,,
Singapore,3640000,1997,Asia,49300,78.19999694824219,,,78.199997,,
Singapore,4080000,2002,Asia,51900,80,,,80,,
Singapore,4400000,2007,Asia,69200,81.90000152587891,,,81.900002,,
Slovak Republic,3510000,1952,Europe,6200,64.40000152587891,,,,,64.400002
Slovak Republic,3890000,1957,Europe,7340,67.5,,,,,67.5
Slovak Republic,4200000,1962,Europe,8820,70.30000305175781,,,,,70.300003
Slovak Republic,4420000,1967,Europe,9900,71,,,,,71
Slovak Republic,4580000,1972,Europe,11300,70,,,,,70
Slovak Republic,4800000,1977,Europe,12700,70.5,,,,,70.5
Slovak Republic,5040000,1982,Europe,13100,70.69999694824219,,,,,70.699997
Slovak Republic,5190000,1987,Europe,14400,70.90000152587891,,,,,70.900002
Slovak Republic,5310000,1992,Europe,11600,71.5,,,,,71.5
Slovak Republic,5380000,1997,Europe,14900,72.80000305175781,,,,,72.800003
Slovak Republic,5400000,2002,Europe,16900,73.90000152587891,,,,,73.900002
Slovak Republic,5400000,2007,Europe,24000,74.5,,,,,74.5
Slovenia,1480000,1952,Europe,3600,64.5,,,,,64.5
Slovenia,1540000,1957,Europe,4970,66.80000305175781,,,,,66.800003
Slovenia,1600000,1962,Europe,7410,68,,,,,68
Slovenia,1640000,1967,Europe,9690,68.19999694824219,,,,,68.199997
Slovenia,1680000,1972,Europe,13800,68.90000152587891,,,,,68.900002
Slovenia,1760000,1977,Europe,18400,70.09999847412109,,,,,70.099998
Slovenia,1860000,1982,Europe,20700,71.09999847412109,,,,,71.099998
Slovenia,1960000,1987,Europe,21500,72.5,,,,,72.5
Slovenia,2010000,1992,Europe,16300,73.80000305175781,,,,,73.800003
Slovenia,1990000,1997,Europe,20100,75.19999694824219,,,,,75.199997
Slovenia,1990000,2002,Europe,24200,76.5,,,,,76.5
Slovenia,2000000,2007,Europe,30200,78.19999694824219,,,,,78.199997
Somalia,2310000,1952,Africa,1050,39.40000152587891,39.400002,,,,
Somalia,2540000,1957,Africa,1170,42.09999847412109,42.099998,,,,
Somalia,2810000,1962,Africa,1270,44.79999923706055,44.799999,,,,
Somalia,3140000,1967,Africa,1200,47.59999847412109,47.599998,,,,
Somalia,3470000,1972,Africa,1260,49.5,49.5,,,,
Somalia,4280000,1977,Africa,1050,50.09999847412109,50.099998,,,,
Somalia,6510000,1982,Africa,888,50.09999847412109,50.099998,,,,
Somalia,6740000,1987,Africa,979,50.09999847412109,50.099998,,,,
Somalia,7270000,1992,Africa,813,49.5,49.5,,,,
Somalia,7680000,1997,Africa,613,51,51,,,,
Somalia,9190000,2002,Africa,607,53.29999923706055,53.299999,,,,
Somalia,10800000,2007,Africa,615,55,55,,,,
South Africa,13900000,1952,Africa,6210,48.20000076293945,48.200001,,,,
South Africa,15600000,1957,Africa,7000,51.70000076293945,51.700001,,,,
South Africa,17500000,1962,Africa,7590,54.20000076293945,54.200001,,,,
South Africa,19900000,1967,Africa,9110,56.5,56.5,,,,
South Africa,22700000,1972,Africa,10100,58.59999847412109,58.599998,,,,
South Africa,25800000,1977,Africa,10400,59.79999923706055,59.799999,,,,
South Africa,29300000,1982,Africa,10900,61.09999847412109,61.099998,,,,
South Africa,33500000,1987,Africa,9980,63.59999847412109,63.599998,,,,
South Africa,37700000,1992,Africa,9130,65.09999847412109,65.099998,,,,
South Africa,42200000,1997,Africa,9460,60.79999923706055,60.799999,,,,
South Africa,45600000,2002,Africa,10100,53.79999923706055,53.799999,,,,
South Africa,48500000,2007,Africa,11900,52.59999847412109,52.599998,,,,
Spain,28200000,1952,Europe,4860,64.59999847412109,,,,,64.599998
Spain,29300000,1957,Europe,5800,66.30000305175781,,,,,66.300003
Spain,30700000,1962,Europe,7220,69.30000305175781,,,,,69.300003
Spain,32500000,1967,Europe,9820,71,,,,,71
Spain,34300000,1972,Europe,13000,72.5,,,,,72.5
Spain,36300000,1977,Europe,16200,74.09999847412109,,,,,74.099998
Spain,38000000,1982,Europe,17200,75.90000152587891,,,,,75.900002
Spain,38900000,1987,Europe,20000,76.69999694824219,,,,,76.699997
Spain,39300000,1992,Europe,24400,77.5,,,,,77.5
Spain,39900000,1997,Europe,26400,78.69999694824219,,,,,78.699997
Spain,41300000,2002,Europe,31400,79.80000305175781,,,,,79.800003
Spain,44700000,2007,Europe,34300,81,,,,,81
Sri Lanka,8110000,1952,Asia,1910,53.5,,,53.5,,
Sri Lanka,8980000,1957,Asia,1880,57.29999923706055,,,57.299999,,
Sri Lanka,10100000,1962,Asia,1890,59.40000152587891,,,59.400002,,
Sri Lanka,11400000,1967,Asia,2000,61.79999923706055,,,61.799999,,
Sri Lanka,12700000,1972,Asia,2140,63,,,63,,
Sri Lanka,14000000,1977,Asia,2390,64.59999847412109,,,64.599998,,
Sri Lanka,15300000,1982,Asia,2930,67.80000305175781,,,67.800003,,
Sri Lanka,16400000,1987,Asia,3350,68.90000152587891,,,68.900002,,
Sri Lanka,17500000,1992,Asia,3850,71.09999847412109,,,71.099998,,
Sri Lanka,18400000,1997,Asia,4870,70.40000152587891,,,70.400002,,
Sri Lanka,18900000,2002,Asia,5590,73.59999847412109,,,73.599998,,
Sri Lanka,19700000,2007,Asia,7330,74.40000152587891,,,74.400002,,
Sudan,5880000,1952,Africa,2000,44.5,44.5,,,,
Sudan,6730000,1957,Africa,2200,47.09999847412109,47.099998,,,,
Sudan,7770000,1962,Africa,2430,49.29999923706055,49.299999,,,,
Sudan,9050000,1967,Africa,2090,51.40000152587891,51.400002,,,,
Sudan,10600000,1972,Africa,2050,53.5,53.5,,,,
Sudan,12600000,1977,Africa,2720,54.40000152587891,54.400002,,,,
Sudan,15000000,1982,Africa,2330,55.79999923706055,55.799999,,,,
Sudan,17800000,1987,Africa,1880,56.90000152587891,56.900002,,,,
Sudan,20900000,1992,Africa,1920,59.59999847412109,59.599998,,,,
Sudan,24800000,1997,Africa,2200,61.70000076293945,61.700001,,,,
Sudan,28000000,2002,Africa,2490,64,64,,,,
Sudan,31700000,2007,Africa,3190,66.5,66.5,,,,
Swaziland,279000,1952,Africa,960,43.40000152587891,43.400002,,,,
Swaziland,309000,1957,Africa,1040,45.79999923706055,45.799999,,,,
Swaziland,343000,1962,Africa,1550,47.59999847412109,47.599998,,,,
Swaziland,384000,1967,Africa,2160,49.5,49.5,,,,
Swaziland,444000,1972,Africa,2820,52.70000076293945,52.700001,,,,
Swaziland,516000,1977,Africa,4570,56.09999847412109,56.099998,,,,
Swaziland,608000,1982,Africa,4420,58.59999847412109,58.599998,,,,
Swaziland,724000,1987,Africa,4960,61,61,,,,
Swaziland,845000,1992,Africa,5610,62.40000152587891,62.400002,,,,
Swaziland,946000,1997,Africa,5980,55,55,,,,
Swaziland,1010000,2002,Africa,6420,45.40000152587891,45.400002,,,,
Swaziland,1040000,2007,Africa,7920,44.20000076293945,44.200001,,,,
Sweden,7070000,1952,Europe,11800,71.80000305175781,,,,,71.800003
Sweden,7300000,1957,Europe,13700,72.40000152587891,,,,,72.400002
Sweden,7530000,1962,Europe,16000,73.30000305175781,,,,,73.300003
Sweden,7810000,1967,Europe,19100,74.09999847412109,,,,,74.099998
Sweden,8100000,1972,Europe,22300,74.80000305175781,,,,,74.800003
Sweden,8220000,1977,Europe,24200,75.5,,,,,75.5
Sweden,8330000,1982,Europe,26200,76.5,,,,,76.5
Sweden,8380000,1987,Europe,29700,77.19999694824219,,,,,77.199997
Sweden,8630000,1992,Europe,29900,78.19999694824219,,,,,78.199997
Sweden,8860000,1997,Europe,32400,79.40000152587891,,,,,79.400002
Sweden,8900000,2002,Europe,38000,80,,,,,80
Sweden,9100000,2007,Europe,44100,80.90000152587891,,,,,80.900002
Switzerland,4720000,1952,Europe,22500,69.80000305175781,,,,,69.800003
Switzerland,5010000,1957,Europe,27300,70.69999694824219,,,,,70.699997
Switzerland,5380000,1962,Europe,31100,71.5,,,,,71.5
Switzerland,5900000,1967,Europe,34700,73,,,,,73
Switzerland,6200000,1972,Europe,40800,74,,,,,74
Switzerland,6340000,1977,Europe,40200,75.59999847412109,,,,,75.599998
Switzerland,6300000,1982,Europe,42100,76.40000152587891,,,,,76.400002
Switzerland,6470000,1987,Europe,44600,77.59999847412109,,,,,77.599998
Switzerland,6720000,1992,Europe,46600,78.19999694824219,,,,,78.199997
Switzerland,7040000,1997,Europe,47300,79.5,,,,,79.5
Switzerland,7180000,2002,Europe,50800,80.69999694824219,,,,,80.699997
Switzerland,7460000,2007,Europe,56300,81.90000152587891,,,,,81.900002
Syria,3500000,1952,Asia,2060,51.40000152587891,,,51.400002,,
Syria,4030000,1957,Asia,2690,54.5,,,54.5,,
Syria,4720000,1962,Asia,2810,57.59999847412109,,,57.599998,,
Syria,5550000,1967,Asia,2440,61.20000076293945,,,61.200001,,
Syria,6570000,1972,Asia,3370,64.69999694824219,,,64.699997,,
Syria,7790000,1977,Asia,4230,66.90000152587891,,,66.900002,,
Syria,9250000,1982,Asia,5030,64.80000305175781,,,64.800003,,
Syria,11000000,1987,Asia,4210,69.30000305175781,,,69.300003,,
Syria,12800000,1992,Asia,5000,69.69999694824219,,,69.699997,,
Syria,14800000,1997,Asia,5300,71.09999847412109,,,71.099998,,
Syria,16800000,2002,Asia,5420,73.59999847412109,,,73.599998,,
Syria,19100000,2007,Asia,5860,75.5,,,75.5,,
Tanzania,7840000,1952,Africa,1280,45.09999847412109,45.099998,,,,
Tanzania,8970000,1957,Africa,1250,47.29999923706055,47.299999,,,,
Tanzania,10300000,1962,Africa,1300,49,49,,,,
Tanzania,12000000,1967,Africa,1530,50.90000152587891,50.900002,,,,
Tanzania,14000000,1972,Africa,1650,53.09999847412109,53.099998,,,,
Tanzania,16400000,1977,Africa,1740,55,55,,,,
Tanzania,19100000,1982,Africa,1590,56.09999847412109,56.099998,,,,
Tanzania,22300000,1987,Africa,1520,56,56,,,,
Tanzania,26100000,1992,Africa,1480,53.90000152587891,53.900002,,,,
Tanzania,30400000,1997,Africa,1480,52.59999847412109,52.599998,,,,
Tanzania,34400000,2002,Africa,1680,54.79999923706055,54.799999,,,,
Tanzania,39500000,2007,Africa,2050,58.29999923706055,58.299999,,,,
Thailand,21300000,1952,Asia,1210,53.40000152587891,,,53.400002,,
Thailand,24400000,1957,Asia,1270,55.90000152587891,,,55.900002,,
Thailand,28200000,1962,Asia,1610,58.79999923706055,,,58.799999,,
Thailand,32800000,1967,Asia,2090,61,,,61,,
Thailand,38000000,1972,Asia,2470,63.40000152587891,,,63.400002,,
Thailand,43400000,1977,Asia,3190,65.80000305175781,,,65.800003,,
Thailand,48300000,1982,Asia,3910,66.90000152587891,,,66.900002,,
Thailand,53000000,1987,Asia,4900,69.90000152587891,,,69.900002,,
Thailand,57200000,1992,Asia,7640,70.80000305175781,,,70.800003,,
Thailand,60100000,1997,Asia,9420,71,,,71,,
Thailand,63500000,2002,Asia,9920,73,,,73,,
Thailand,65800000,2007,Asia,12600,75.90000152587891,,,75.900002,,
Togo,1430000,1952,Africa,1110,38.40000152587891,38.400002,,,,
Togo,1490000,1957,Africa,1190,42.29999923706055,42.299999,,,,
Togo,1600000,1962,Africa,1360,46.09999847412109,46.099998,,,,
Togo,1770000,1967,Africa,1820,49.79999923706055,49.799999,,,,
Togo,2190000,1972,Africa,1960,53,53,,,,
Togo,2460000,1977,Africa,1710,54.90000152587891,54.900002,,,,
Togo,2810000,1982,Africa,1420,56.59999847412109,56.599998,,,,
Togo,3360000,1987,Africa,1210,56.90000152587891,56.900002,,,,
Togo,3860000,1992,Africa,1180,57.79999923706055,57.799999,,,,
Togo,4350000,1997,Africa,1360,57,57,,,,
Togo,5060000,2002,Africa,1140,56.79999923706055,56.799999,,,,
Togo,5760000,2007,Africa,1160,57.70000076293945,57.700001,,,,
Trinidad and Tobago,659000,1952,Americas,4640,58.40000152587891,,58.400002,,,
Trinidad and Tobago,763000,1957,Americas,6300,61.5,,61.5,,,
Trinidad and Tobago,865000,1962,Americas,7700,64.80000305175781,,64.800003,,,
Trinidad and Tobago,919000,1967,Americas,8730,66,,66,,,
Trinidad and Tobago,956000,1972,Americas,10400,66.5,,66.5,,,
Trinidad and Tobago,1030000,1977,Americas,12400,67.90000152587891,,67.900002,,,
Trinidad and Tobago,1100000,1982,Americas,14300,69.5,,69.5,,,
Trinidad and Tobago,1180000,1987,Americas,11500,69.90000152587891,,69.900002,,,
Trinidad and Tobago,1230000,1992,Americas,12200,70,,70,,,
Trinidad and Tobago,1260000,1997,Americas,14800,70.30000305175781,,70.300003,,,
Trinidad and Tobago,1270000,2002,Americas,20500,71.09999847412109,,71.099998,,,
Trinidad and Tobago,1300000,2007,Americas,31100,72.80000305175781,,72.800003,,,
Tunisia,3700000,1952,Africa,2040,43,43,,,,
Tunisia,3990000,1957,Africa,1940,45.29999923706055,45.299999,,,,
Tunisia,4240000,1962,Africa,2310,48.79999923706055,48.799999,,,,
Tunisia,4640000,1967,Africa,2690,54.20000076293945,54.200001,,,,
Tunisia,5180000,1972,Africa,3830,60.09999847412109,60.099998,,,,
Tunisia,5790000,1977,Africa,4350,64.30000305175781,64.300003,,,,
Tunisia,6550000,1982,Africa,4960,68.5,68.5,,,,
Tunisia,7520000,1987,Africa,5320,71.40000152587891,71.400002,,,,
Tunisia,8430000,1992,Africa,6010,72.69999694824219,72.699997,,,,
Tunisia,9270000,1997,Africa,6720,73.40000152587891,73.400002,,,,
Tunisia,9790000,2002,Africa,7830,74.80000305175781,74.800003,,,,
Tunisia,10200000,2007,Africa,9690,76.30000305175781,76.300003,,,,
Turkey,22000000,1952,Europe,3130,43,,,,,43
Turkey,24900000,1957,Europe,3630,45.90000152587891,,,,,45.900002
Turkey,28100000,1962,Europe,3920,49.70000076293945,,,,,49.700001
Turkey,31700000,1967,Europe,4960,53.70000076293945,,,,,53.700001
Turkey,35700000,1972,Europe,6290,57.20000076293945,,,,,57.200001
Turkey,40200000,1977,Europe,8080,60.59999847412109,,,,,60.599998
Turkey,45000000,1982,Europe,8310,64.40000152587891,,,,,64.400002
Turkey,50100000,1987,Europe,10300,68.40000152587891,,,,,68.400002
Turkey,54800000,1992,Europe,11700,69.19999694824219,,,,,69.199997
Turkey,59400000,1997,Europe,13800,71.69999694824219,,,,,71.699997
Turkey,64200000,2002,Europe,13500,75.40000152587891,,,,,75.400002
Turkey,68800000,2007,Europe,17900,77.40000152587891,,,,,77.400002
Uganda,5310000,1952,Africa,1030,39.70000076293945,39.700001,,,,
Uganda,6040000,1957,Africa,1090,42.29999923706055,42.299999,,,,
Uganda,6980000,1962,Africa,1070,45.09999847412109,45.099998,,,,
Uganda,8260000,1967,Africa,1230,47.79999923706055,47.799999,,,,
Uganda,9670000,1972,Africa,1250,49.09999847412109,49.099998,,,,
Uganda,11000000,1977,Africa,1080,50,50,,,,
Uganda,12800000,1982,Africa,844,48.29999923706055,48.299999,,,,
Uganda,15100000,1987,Africa,740,49.29999923706055,49.299999,,,,
Uganda,18000000,1992,Africa,789,46.79999923706055,46.799999,,,,
Uganda,21000000,1997,Africa,997,47.5,47.5,,,,
Uganda,24400000,2002,Africa,1150,50.70000076293945,50.700001,,,,
Uganda,28600000,2007,Africa,1420,55.90000152587891,55.900002,,,,
United Kingdom,50600000,1952,Europe,11100,69.59999847412109,,,,,69.599998
United Kingdom,51300000,1957,Europe,12500,70.5,,,,,70.5
United Kingdom,52700000,1962,Europe,13900,70.90000152587891,,,,,70.900002
United Kingdom,54600000,1967,Europe,15800,72.09999847412109,,,,,72.099998
United Kingdom,55700000,1972,Europe,17900,72.09999847412109,,,,,72.099998
United Kingdom,56200000,1977,Europe,19800,73.09999847412109,,,,,73.099998
United Kingdom,56200000,1982,Europe,20800,74.09999847412109,,,,,74.099998
United Kingdom,56500000,1987,Europe,24900,75.09999847412109,,,,,75.099998
United Kingdom,57300000,1992,Europe,26300,76.30000305175781,,,,,76.300003
United Kingdom,58100000,1997,Europe,30300,77.19999694824219,,,,,77.199997
United Kingdom,59100000,2002,Europe,34700,78.30000305175781,,,,,78.300003
United Kingdom,60800000,2007,Europe,38500,79.69999694824219,,,,,79.699997
United States,161000000,1952,Americas,16400,68.5,,68.5,,,
United States,175000000,1957,Americas,17400,69.59999847412109,,69.599998,,,
United States,190000000,1962,Americas,19000,70.30000305175781,,70.300003,,,
United States,202000000,1967,Americas,22800,70.90000152587891,,70.900002,,,
United States,211000000,1972,Americas,25400,71.5,,71.5,,,
United States,221000000,1977,Americas,27900,73.30000305175781,,73.300003,,,
United States,232000000,1982,Americas,29100,74.59999847412109,,74.599998,,,
United States,243000000,1987,Americas,34600,75.09999847412109,,75.099998,,,
United States,255000000,1992,Americas,37000,75.90000152587891,,75.900002,,,
United States,268000000,1997,Americas,41500,76.59999847412109,,76.599998,,,
United States,285000000,2002,Americas,46000,77,,77,,,
United States,298000000,2007,Americas,50900,78,,78,,,
Uruguay,2260000,1952,Americas,7230,66.09999847412109,,66.099998,,,
Uruguay,2400000,1957,Americas,8040,67.19999694824219,,67.199997,,,
Uruguay,2570000,1962,Americas,7360,68.30000305175781,,68.300003,,,
Uruguay,2720000,1967,Americas,7130,68.69999694824219,,68.699997,,,
Uruguay,2820000,1972,Americas,7430,68.69999694824219,,68.699997,,,
Uruguay,2840000,1977,Americas,8660,69.30000305175781,,69.300003,,,
Uruguay,2930000,1982,Americas,9220,71.5,,71.5,,,
Uruguay,3030000,1987,Americas,9870,72.30000305175781,,72.300003,,,
Uruguay,3130000,1992,Americas,10800,73.40000152587891,,73.400002,,,
Uruguay,3250000,1997,Americas,13000,74,,74,,,
Uruguay,3330000,2002,Americas,11400,74.90000152587891,,74.900002,,,
Uruguay,3330000,2007,Americas,14400,75.5,,75.5,,,
Venezuela,5730000,1952,Americas,10500,55.90000152587891,,55.900002,,,
Venezuela,7010000,1957,Americas,13500,58.79999923706055,,58.799999,,,
Venezuela,8440000,1962,Americas,14500,61.90000152587891,,61.900002,,,
Venezuela,10000000,1967,Americas,16000,64.80000305175781,,64.800003,,,
Venezuela,11700000,1972,Americas,16900,66.30000305175781,,66.300003,,,
Venezuela,13600000,1977,Americas,19700,68.5,,68.5,,,
Venezuela,15600000,1982,Americas,17100,70,,70,,,
Venezuela,17800000,1987,Americas,15300,71.59999847412109,,71.599998,,,
Venezuela,20100000,1992,Americas,16200,72.59999847412109,,72.599998,,,
Venezuela,22400000,1997,Americas,15800,73.69999694824219,,73.699997,,,
Venezuela,24600000,2002,Americas,13300,74,,74,,,
Venezuela,26900000,2007,Americas,17600,75,,75,,,
Vietnam,25400000,1952,Asia,1020,49.29999923706055,,,49.299999,,
Vietnam,29000000,1957,Asia,1140,52.59999847412109,,,52.599998,,
Vietnam,33700000,1962,Asia,1300,55.5,,,55.5,,
Vietnam,39000000,1967,Asia,1070,56.5,,,56.5,,
Vietnam,44500000,1972,Asia,1170,51.09999847412109,,,51.099998,,
Vietnam,49800000,1977,Asia,1180,64,,,64,,
Vietnam,55500000,1982,Asia,1160,66,,,66,,
Vietnam,62300000,1987,Asia,1340,67.90000152587891,,,67.900002,,
Vietnam,69400000,1992,Asia,1610,69.40000152587891,,,69.400002,,
Vietnam,76100000,1997,Asia,2250,70.69999694824219,,,70.699997,,
Vietnam,80700000,2002,Asia,2850,71.90000152587891,,,71.900002,,
Vietnam,84600000,2007,Asia,3850,72.80000305175781,,,72.800003,,
Zambia,2370000,1952,Africa,2150,45.29999923706055,45.299999,,,,
Zambia,2720000,1957,Africa,2460,47.79999923706055,47.799999,,,,
Zambia,3160000,1962,Africa,2710,50.09999847412109,50.099998,,,,
Zambia,3680000,1967,Africa,3300,52.40000152587891,52.400002,,,,
Zambia,4320000,1972,Africa,3270,54.90000152587891,54.900002,,,,
Zambia,5110000,1977,Africa,2920,56.29999923706055,56.299999,,,,
Zambia,6060000,1982,Africa,2570,55.70000076293945,55.700001,,,,
Zambia,7150000,1987,Africa,2200,53.40000152587891,53.400002,,,,
Zambia,8250000,1992,Africa,2180,48.40000152587891,48.400002,,,,
Zambia,9340000,1997,Africa,2130,45.5,45.5,,,,
Zambia,10700000,2002,Africa,2220,47,47,,,,
Zambia,12200000,2007,Africa,2800,51.5,51.5,,,,
Zimbabwe,2830000,1952,Africa,1190,49.79999923706055,49.799999,,,,
Zimbabwe,3320000,1957,Africa,1520,52,52,,,,
Zimbabwe,3910000,1962,Africa,1570,54,54,,,,
Zimbabwe,4620000,1967,Africa,1770,55.79999923706055,55.799999,,,,
Zimbabwe,5480000,1972,Africa,2590,57.59999847412109,57.599998,,,,
Zimbabwe,6500000,1977,Africa,2310,57.59999847412109,57.599998,,,,
Zimbabwe,7680000,1982,Africa,2760,61,61,,,,
Zimbabwe,9200000,1987,Africa,2560,62.79999923706055,62.799999,,,,
Zimbabwe,10700000,1992,Africa,2590,57.59999847412109,57.599998,,,,
Zimbabwe,11500000,1997,Africa,3040,49.59999847412109,49.599998,,,,
Zimbabwe,11900000,2002,Africa,2710,45.59999847412109,45.599998,,,,
Zimbabwe,12200000,2007,Africa,1810,45.90000152587891,45.900002,,,,
